"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"WINDOWSCLIENT","\Microsoft\Windows\Device Information\Device","5/1/2025 3:06:20 AM","Ready","Interactive/Background","4/30/2025 3:40:26 AM","0","N/A","%windir%\system32\devicecensus.exe SystemCxt","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","96:00:00","Scheduling data is not available in this format.","One Time Only, Hourly ","3:00:00 AM","9/1/2008","N/A","N/A","N/A","24 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"WINDOWSCLIENT","\Microsoft\Windows\Device Information\Device","5/1/2025 4:35:46 AM","Ready","Interactive/Background","4/30/2025 3:40:26 AM","0","N/A","%windir%\system32\devicecensus.exe SystemCxt","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","96:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\Device Information\Device User","N/A","Ready","Interactive/Background","4/30/2025 12:23:02 PM","0","N/A","%windir%\system32\devicecensus.exe UserCxt","N/A","N/A","Enabled","Only Start If Idle for 1 minutes, If Not Idle Retry For 1440 minutes","","INTERACTIVE","Disabled","96:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"WINDOWSCLIENT","\Microsoft\Windows\Device Setup\Metadata Refresh","N/A","Ready","Interactive/Background","4/20/2025 5:53:25 PM","0","Microsoft Corporation","COM handler","N/A","Performs a device metadata refresh on a periodic basis","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"WINDOWSCLIENT","\Microsoft\Windows\DeviceDirectoryClient\HandleCommand","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\DeviceDirectoryClient\HandleWnsCommand","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\DeviceDirectoryClient\IntegrityCheck","5/2/2025 11:30:41 PM","Ready","Interactive/Background","4/28/2025 9:51:01 PM","0","N/A","COM handler","N/A","N/A","Enabled","Only Start If Idle for 1 minutes, If Not Idle Retry For 11520 minutes","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","One Time Only, Hourly ","12:00:00 PM","1/1/2015","N/A","N/A","N/A","144 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"WINDOWSCLIENT","\Microsoft\Windows\DeviceDirectoryClient\LocateCommandUserSession","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\DeviceDirectoryClient\RegisterDeviceAccountChange","N/A","Ready","Interactive/Background","4/30/2025 12:37:08 PM","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\DeviceDirectoryClient\RegisterDeviceAccountChange","N/A","Ready","Interactive/Background","4/30/2025 12:37:08 PM","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\DeviceDirectoryClient\RegisterDeviceLocationRightsChange","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Disabled","Only Start If Idle for 1 minutes, If Not Idle Retry For 11520 minutes","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\DeviceDirectoryClient\RegisterDevicePeriodic24","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Disabled","Only Start If Idle for 1 minutes, If Not Idle Retry For 1920 minutes","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","One Time Only, Hourly ","6:00:00 AM","1/1/2015","N/A","N/A","N/A","16 Hour(s), 0 Minute(s)","None","Disabled","Disabled"
"WINDOWSCLIENT","\Microsoft\Windows\DeviceDirectoryClient\RegisterDevicePolicyChange","N/A","Ready","Interactive/Background","2/3/2025 5:06:38 PM","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\DeviceDirectoryClient\RegisterDevicePolicyChange","N/A","Ready","Interactive/Background","2/3/2025 5:06:38 PM","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\DeviceDirectoryClient\RegisterDeviceProtectionStateChanged","N/A","Ready","Interactive/Background","4/30/2025 12:19:12 PM","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\DeviceDirectoryClient\RegisterDeviceSettingChange","N/A","Ready","Interactive/Background","1/30/2025 11:05:57 PM","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\DeviceDirectoryClient\RegisterDeviceSettingChange","N/A","Ready","Interactive/Background","1/30/2025 11:05:57 PM","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\DeviceDirectoryClient\RegisterUserDevice","N/A","Ready","Interactive/Background","4/30/2025 12:37:08 PM","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\DeviceDirectoryClient\RegisterUserDevice","N/A","Ready","Interactive/Background","4/30/2025 12:37:08 PM","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\DeviceDirectoryClient\RegisterUserDevice","N/A","Ready","Interactive/Background","4/30/2025 12:37:08 PM","0","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","Disabled","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"WINDOWSCLIENT","\Microsoft\Windows\Diagnosis\RecommendedTroubleshootingScanner","N/A","Ready","Interactive/Background","1/30/2025 11:07:08 PM","0","Microsoft Corporation","COM handler","N/A","Check for recommended troubleshooting from Microsoft","Enabled","Disabled","","SYSTEM","Disabled","00:30:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\Diagnosis\RecommendedTroubleshootingScanner","N/A","Ready","Interactive/Background","1/30/2025 11:07:08 PM","0","Microsoft Corporation","COM handler","N/A","Check for recommended troubleshooting from Microsoft","Enabled","Disabled","","SYSTEM","Disabled","00:30:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\Diagnosis\RecommendedTroubleshootingScanner","N/A","Ready","Interactive/Background","1/30/2025 11:07:08 PM","0","Microsoft Corporation","COM handler","N/A","Check for recommended troubleshooting from Microsoft","Enabled","Disabled","","SYSTEM","Disabled","00:30:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\Diagnosis\Scheduled","N/A","Ready","Interactive/Background","4/30/2025 9:28:42 AM","0","Microsoft Corporation","COM handler","N/A","The Windows Scheduled Maintenance Task performs periodic maintenance of the computer system by fixing problems automatically or reporting them through Security and Maintenance.","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"WINDOWSCLIENT","\Microsoft\Windows\DirectX\DirectXDatabaseUpdater","N/A","Ready","Interactive/Background","1/30/2025 11:06:20 PM","0","N/A","%windir%\system32\directxdatabaseupdater.exe ","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","02:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\DirectX\DirectXDatabaseUpdater","N/A","Ready","Interactive/Background","1/30/2025 11:06:20 PM","0","N/A","%windir%\system32\directxdatabaseupdater.exe ","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","02:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\DirectX\DXGIAdapterCache","N/A","Ready","Interactive/Background","4/30/2025 10:37:14 AM","0","N/A","%windir%\system32\dxgiadaptercache.exe ","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\DirectX\DXGIAdapterCache","N/A","Ready","Interactive/Background","4/30/2025 10:37:14 AM","0","N/A","%windir%\system32\dxgiadaptercache.exe ","N/A","N/A","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"WINDOWSCLIENT","\Microsoft\Windows\DiskCleanup\SilentCleanup","N/A","Ready","Interactive/Background","4/30/2025 12:23:02 PM","-2147020576","Microsoft Corporation","%windir%\system32\cleanmgr.exe /autoclean /d %systemdrive%","N/A","Maintenance task used by the system to launch a silent auto disk cleanup when running low on free disk space.","Enabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","Users","Disabled","00:15:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"WINDOWSCLIENT","\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticDataCollector","N/A","Ready","Interactive/Background","4/29/2025 10:07:39 AM","0","Microsoft Corporation","%windir%\system32\rundll32.exe dfdts.dll,DfdGetDefaultPolicyAndSMART","N/A","The Windows Disk Diagnostic reports general disk and system information to Microsoft for users participating in the Customer Experience Program.","Enabled","Disabled","No Start On Batteries","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticResolver","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","%windir%\system32\DFDWiz.exe ","N/A","The Microsoft-Windows-DiskDiagnosticResolver warns users about faults reported by hard disks that support the Self Monitoring and Reporting Technology (S.M.A.R.T.) standard. This task is triggered automatically by the Diagnostic Policy Service when a S.","Disabled","Disabled","","Users","Disabled","72:00:00","Scheduling data is not available in this format.","At logon time","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"WINDOWSCLIENT","\Microsoft\Windows\DiskFootprint\Diagnostics","N/A","Ready","Interactive/Background","4/30/2025 9:28:42 AM","0","N/A","%windir%\system32\disksnapshot.exe -z","N/A","N/A","Enabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","SYSTEM","Disabled","01:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\DiskFootprint\StorageSense","N/A","Ready","Interactive/Background","4/30/2025 9:28:42 AM","0","N/A","COM handler","N/A","N/A","Enabled","Only Start If Idle for  minutes, If Not Idle Retry For  minutes Stop the task if Idle State end","Stop On Battery Mode, No Start On Batteries","Users","Disabled","01:00:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"WINDOWSCLIENT","\Microsoft\Windows\DUSM\dusmtask","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","%SystemRoot%\System32\dusmtask.exe ","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"WINDOWSCLIENT","\Microsoft\Windows\EDP\EDP App Launch Task","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","Stop On Battery Mode","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\EDP\EDP Auth Task","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","Stop On Battery Mode","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\EDP\EDP Inaccessible Credentials Task","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","Stop On Battery Mode","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\EDP\StorageCardEncryption Task","N/A","Ready","Interactive/Background","11/30/1999 12:00:00 AM","267011","N/A","COM handler","N/A","N/A","Enabled","Disabled","","INTERACTIVE","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"WINDOWSCLIENT","\Microsoft\Windows\ExploitGuard\ExploitGuard MDM policy Refresh","N/A","Ready","Interactive/Background","4/30/2025 10:37:14 AM","0","Microsoft Corporation","COM handler","N/A","Task for applying changes to the machine's Exploit Protection settings.","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\ExploitGuard\ExploitGuard MDM policy Refresh","N/A","Ready","Interactive/Background","4/30/2025 10:37:14 AM","0","Microsoft Corporation","COM handler","N/A","Task for applying changes to the machine's Exploit Protection settings.","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\ExploitGuard\ExploitGuard MDM policy Refresh","N/A","Ready","Interactive/Background","4/30/2025 10:37:14 AM","0","Microsoft Corporation","COM handler","N/A","Task for applying changes to the machine's Exploit Protection settings.","Enabled","Disabled","","SYSTEM","Disabled","72:00:00","Scheduling data is not available in this format.","At system start up","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"WINDOWSCLIENT","\Microsoft\Windows\Feedback\Siuf\DmClient","N/A","Ready","Interactive/Background","4/30/2025 9:28:42 AM","0","Microsoft Windows Feedback","%windir%\system32\dmclient.exe ","N/A","Update SIUF strings","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\Feedback\Siuf\DmClientOnScenarioDownload","N/A","Ready","Interactive/Background","4/20/2025 4:21:39 PM","0","Microsoft Windows Feedback","%windir%\system32\dmclient.exe utcwnf","N/A","Update SIUF strings","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"WINDOWSCLIENT","\Microsoft\Windows\File Classification Infrastructure\Property Definition Sync","N/A","Disabled","Interactive/Background","11/30/1999 12:00:00 AM","267011","Microsoft Corporation","COM handler","N/A","Synchronizes the File Classification Infrastructure taxonomy on the computer with the resource property definitions stored in Active Directory Domain Services.","Disabled","Only Start If Idle for 1 minutes, If Not Idle Retry For 1 minutes","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Daily ","3:00:00 AM","11/9/2006","N/A","Every 1 day(s)","N/A","Disabled","Disabled","Disabled","Disabled"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"WINDOWSCLIENT","\Microsoft\Windows\FileHistory\File History (maintenance mode)","N/A","Ready","Interactive/Background","4/29/2025 10:07:39 AM","0","Microsoft Corporation","COM handler","N/A","Protects user files from accidental loss by copying them to a backup location when the system is unattended","Enabled","Disabled","Stop On Battery Mode, No Start On Batteries","LOCAL SERVICE","Disabled","Disabled","Scheduling data is not available in this format.","On demand only","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"HostName","TaskName","Next Run Time","Status","Logon Mode","Last Run Time","Last Result","Author","Task To Run","Start In","Comment","Scheduled Task State","Idle Time","Power Management","Run As User","Delete Task If Not Rescheduled","Stop Task If Runs X Hours and X Mins","Schedule","Schedule Type","Start Time","Start Date","End Date","Days","Months","Repeat: Every","Repeat: Until: Time","Repeat: Until: Duration","Repeat: Stop If Still Running"
"WINDOWSCLIENT","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","Ready","Interactive/Background","4/30/2025 10:52:11 AM","0","Microsoft Corporation","COM handler","N/A","Task periodically reconciling feature configurations","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","Ready","Interactive/Background","4/30/2025 10:52:11 AM","0","Microsoft Corporation","COM handler","N/A","Task periodically reconciling feature configurations","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","Ready","Interactive/Background","4/30/2025 10:52:11 AM","0","Microsoft Corporation","COM handler","N/A","Task periodically reconciling feature configurations","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","Ready","Interactive/Background","4/30/2025 10:52:11 AM","0","Microsoft Corporation","COM handler","N/A","Task periodically reconciling feature configurations","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","Ready","Interactive/Background","4/30/2025 10:52:11 AM","0","Microsoft Corporation","COM handler","N/A","Task periodically reconciling feature configurations","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WINDOWSCLIENT","\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","Ready","Interactive/Background","4/30/2025 10:52:11 AM","0","Microsoft Corporation","COM handler","N/A","Task periodically reconciling feature configurations","Enabled","Disabled","","SYSTEM","Disabled","00:05:00","Scheduling data is not available in this format.","Undefined","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
